Year,AnnÈe,ISO,Jurisdiction,Juridiction,Fire size class,Classe de superficie ‡ l'extinction ,Area (hectares),Data Qualifier,Superficie (en hectare),Qualificatifs de donnÈes
2016,2016,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",4.7,a,4.7,a
2017,2017,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",64,a,64,a
2017,2017,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",336.1,a,336.1,a
2017,2017,MB,Manitoba,Manitoba,10 000 - 100 000 ha,10 000 - 100 000 ha,78087.6,a,78087.6,a
2017,2017,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",3320.3,a,3320.3,a
2017,2017,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",24880.3,a,24880.3,a
2017,2017,MB,Manitoba,Manitoba,1000 - 10 000 ha,1000 - 10 000 ha,116477.3,a,116477.3,a
2017,2017,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",13.9,a,13.9,a
2018,2018,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",57.7,a,57.7,a
2018,2018,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",358.2,a,358.2,a
2018,2018,MB,Manitoba,Manitoba,10 000 - 100 000 ha,10 000 - 100 000 ha,146435.1,a,146435.1,a
2018,2018,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",2848.9,a,2848.9,a
2018,2018,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",14411.2,a,14411.2,a
2018,2018,MB,Manitoba,Manitoba,1000 - 10 000 ha,1000 - 10 000 ha,70098.7,a,70098.7,a
2018,2018,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",11.9,a,11.9,a
2019,2019,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",33.8,a,33.8,a
2019,2019,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",221.7,a,221.7,a
2019,2019,MB,Manitoba,Manitoba,10 000 - 100 000 ha,10 000 - 100 000 ha,37445.4,a,37445.4,a
2019,2019,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",2488.8,a,2488.8,a
2019,2019,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",9986,a,9986,a
2019,2019,MB,Manitoba,Manitoba,1000 - 10 000 ha,1000 - 10 000 ha,21106.3,a,21106.3,a
2019,2019,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",5.2,a,5.2,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",42.9,a,42.9,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",149.7,a,149.7,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",28.8,a,28.8,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,1000 - 10 000 ha,1000 - 10 000 ha,5984,a,5984,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",13,a,13,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",97.9,a,97.9,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",288.8,a,288.8,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",217,a,217,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",335,a,335,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,1000 - 10 000 ha,1000 - 10 000 ha,2600,a,2600,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",20.3,a,20.3,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",95.4,a,95.4,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",408.7,a,408.7,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",662.3,a,662.3,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",1181,a,1181,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,1000 - 10 000 ha,1000 - 10 000 ha,3035,a,3035,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",16.5,a,16.5,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",78.1,a,78.1,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",240.7,a,240.7,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",126.4,a,126.4,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",318,a,318,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",15.1,a,15.1,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",80.6,a,80.6,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",254.6,a,254.6,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",271.4,a,271.4,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",227,a,227,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",19.7,a,19.7,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",66.6,a,66.6,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",190.5,a,190.5,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",283,a,283,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",29.4,a,29.4,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",66.7,a,66.7,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",136.7,a,136.7,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",276,a,276,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",1520,a,1520,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",17.4,a,17.4,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",65.5,a,65.5,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",134.5,a,134.5,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",45.4,a,45.4,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",18.5,a,18.5,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",45.2,a,45.2,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",87,a,87,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",129,a,129,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",136,a,136,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",15.2,a,15.2,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",84.6,a,84.6,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",296.5,a,296.5,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",367,a,367,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",671.5,a,671.5,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",33.2,a,33.2,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",53.5,a,53.5,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",190.9,a,190.9,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",105.3,a,105.3,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",125,a,125,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",16.4,a,16.4,a
2001,2001,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",92.6,a,92.6,a
2001,2001,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",300,a,300,a
2001,2001,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",348,a,348,a
2001,2001,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",21.9,a,21.9,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",52.5,a,52.5,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",149.4,a,149.4,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",107.6,a,107.6,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",16,a,16,a
2003,2003,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",55.1,a,55.1,a
2003,2003,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",85.6,a,85.6,a
2003,2003,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",87.6,a,87.6,a
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",9.9,a,9.9,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",51.5,a,51.5,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",210.5,a,210.5,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",188.2,a,188.2,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",8.6,a,8.6,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",57,a,57,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",244.1,a,244.1,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",184.9,a,184.9,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",12.3,a,12.3,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",59.2,a,59.2,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",214.7,a,214.7,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",190,a,190,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",146.2,a,146.2,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",12.5,a,12.5,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",65.6,a,65.6,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",231.4,a,231.4,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",131.2,a,131.2,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",150,a,150,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",12.8,a,12.8,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",26.6,a,26.6,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",62.8,a,62.8,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",43.7,a,43.7,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",9.4,a,9.4,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",33.3,a,33.3,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",126,a,126,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",85.4,a,85.4,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",9.2,a,9.2,a
2010,2010,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",24.8,a,24.8,a
2010,2010,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",108,a,108,a
2010,2010,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",14.2,a,14.2,a
2010,2010,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",9.3,a,9.3,a
2011,2011,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",12.9,a,12.9,a
2011,2011,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",21.5,a,21.5,a
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",3.1,a,3.1,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",64.9,a,64.9,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",215.2,a,215.2,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",67,a,67,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",14,a,14,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",75.2,a,75.2,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",219.2,a,219.2,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",207.3,a,207.3,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",366,a,366,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",12.4,a,12.4,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",34.6,a,34.6,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",70.7,a,70.7,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",7.8,a,7.8,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",43.3,a,43.3,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",127.2,a,127.2,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",83,a,83,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",8.8,a,8.8,a
2016,2016,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",42.3,a,42.3,a
2016,2016,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",164.5,a,164.5,a
2016,2016,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",43.3,a,43.3,a
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",14.7,a,14.7,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",32.8,a,32.8,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",51.4,a,51.4,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",53.1,a,53.1,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",415,a,415,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",15.6,a,15.6,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",40.6,a,40.6,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",112.9,a,112.9,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",140.7,a,140.7,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",16.7,a,16.7,a
2019,2019,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",23.9,a,23.9,a
2019,2019,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",79.8,a,79.8,a
2019,2019,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",114.2,a,114.2,a
2019,2019,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",9.8,a,9.8,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",14.8,a,14.8,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",78.6,a,78.6,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",77.3,a,77.3,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",4839,a,4839,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1000 - 10 000 ha,1000 - 10 000 ha,19591,a,19591,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",1.6,a,1.6,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",14.3,a,14.3,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",51,a,51,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",371.4,a,371.4,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",3923,a,3923,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1000 - 10 000 ha,1000 - 10 000 ha,52029,a,52029,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",1.3,a,1.3,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",17,a,17,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",55.5,a,55.5,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",101.4,a,101.4,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",1635,a,1635,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",0.8,a,0.8,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",14,a,14,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",21,a,21,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",19.6,a,19.6,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",2725,a,2725,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1000 - 10 000 ha,1000 - 10 000 ha,25700,a,25700,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",0.8,a,0.8,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",15.1,a,15.1,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",61.4,a,61.4,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10 000 - 100 000 ha,10 000 - 100 000 ha,104000,a,104000,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",274.3,a,274.3,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",2039,a,2039,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1000 - 10 000 ha,1000 - 10 000 ha,3883,a,3883,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",1.4,a,1.4,a
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",8.6,a,8.6,a
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",68.7,a,68.7,a
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",223.2,a,223.2,a
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",400,a,400,a
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",0.6,a,0.6,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",8.9,a,8.9,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",16.6,a,16.6,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10 000 - 100 000 ha,10 000 - 100 000 ha,29000,a,29000,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",134.4,a,134.4,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",4179,a,4179,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1000 - 10 000 ha,1000 - 10 000 ha,47970,a,47970,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",1.5,a,1.5,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",14,a,14,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",24.1,a,24.1,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",107.1,a,107.1,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",399.3,a,399.3,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1000 - 10 000 ha,1000 - 10 000 ha,8000,a,8000,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",0.2,a,0.2,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",21.1,a,21.1,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",99.6,a,99.6,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10 000 - 100 000 ha,10 000 - 100 000 ha,11700,a,11700,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",206.3,a,206.3,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",1741,a,1741,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1000 - 10 000 ha,1000 - 10 000 ha,26391,a,26391,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",2.2,a,2.2,a
