Year,AnnÈe,ISO,Jurisdiction,Juridiction,Fire size class,Classe de superficie ‡ l'extinction ,Area (hectares),Data Qualifier,Superficie (en hectare),Qualificatifs de donnÈes
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Over 100 000,Over 100 000,2447100,a,2447100,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",2.69,a,2.69,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",55.85,a,55.85,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",322.2,a,322.2,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,244658.9,a,244658.9,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",2498.5,a,2498.5,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",25542,a,25542,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,98464.9,a,98464.9,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",2.37,a,2.37,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",10.3,a,10.3,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",126.1,a,126.1,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,98825,a,98825,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",369,a,369,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",4190,a,4190,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,23010,a,23010,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",0.87,a,0.87,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",54.35,a,54.35,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",409.85,a,409.85,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,845443,a,845443,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",2027,a,2027,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",15436.1,a,15436.1,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,195837,a,195837,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,Over 100 000,Over 100 000,399750.7,a,399750.7,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",2.16,a,2.16,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",23.85,a,23.85,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",198.8,a,198.8,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,94781,a,94781,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",656,a,656,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",6859,a,6859,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,87451,a,87451,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Over 100 000,Over 100 000,371064,a,371064,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",0.99,a,0.99,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",47,a,47,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",252,a,252,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,51140,a,51140,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",1672.4,a,1672.4,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",7733,a,7733,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,116989,a,116989,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",2.39,a,2.39,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",20.15,a,20.15,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",145,a,145,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,67000,a,67000,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",252.3,a,252.3,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",1653,a,1653,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,42190,a,42190,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",1.27,a,1.27,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",12.5,a,12.5,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",105.7,a,105.7,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",417.4,a,417.4,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",3985,a,3985,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,22568,a,22568,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",0.57,a,0.57,a
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",19.36,a,19.36,a
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",148.5,a,148.5,a
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,77330,a,77330,a
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",1000.8,a,1000.8,a
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",7067.5,a,7067.5,a
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,42254.3,a,42254.3,a
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",0.94,a,0.94,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",44.45,a,44.45,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",187.3,a,187.3,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,299697.72,a,299697.72,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",1802.14,a,1802.14,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",13803.78,a,13803.78,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,200082.43,a,200082.43,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",3.21,a,3.21,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",32.45,a,32.45,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",284.16,a,284.16,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,142095.59,a,142095.59,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",1929.88,a,1929.88,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",10122.9,a,10122.9,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,63665.74,a,63665.74,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",1.9,a,1.9,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",22.01,a,22.01,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",145.34,a,145.34,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",1329.1,a,1329.1,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",7964.6,a,7964.6,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,43934.46,a,43934.46,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",1.52,a,1.52,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",20.54,a,20.54,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",150.3,a,150.3,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,376418.19,a,376418.19,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",957.19,a,957.19,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",11162.34,a,11162.34,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,56419.58,a,56419.58,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",1.24,a,1.24,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",19.75,a,19.75,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",201.41,a,201.41,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,210375.06,a,210375.06,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",3332.5,a,3332.5,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",11278.26,a,11278.26,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,83580.66,a,83580.66,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",1.11,a,1.11,a
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",7.3,a,7.3,a
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",46.8,a,46.8,a
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",239.2,a,239.2,a
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",687,a,687,a
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,1076,a,1076,a
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",0.55,a,0.55,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",25.99,a,25.99,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",162.4,a,162.4,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,226705.05,a,226705.05,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",1899.28,a,1899.28,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",15629.07,a,15629.07,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,106503.8,a,106503.8,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",1.4,a,1.4,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",25.8075,a,25.8075,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",214.2,a,214.2,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,228392,a,228392,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",1036.1414,a,1036.1414,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",9735.0557,a,9735.0557,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,90176.37,a,90176.37,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",1.25,a,1.25,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",27,a,27,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",272.2,a,272.2,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,129027,a,129027,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",2035.5,a,2035.5,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",25225.97,a,25225.97,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,143167.16,a,143167.16,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",1.53,a,1.53,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",22.47,a,22.47,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",223,a,223,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,359372.21,a,359372.21,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",1543.83,a,1543.83,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",18944.19,a,18944.19,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,157765.9,a,157765.9,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",1.12,a,1.12,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",42.9,a,42.9,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",191.42,a,191.42,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,1203014.2,a,1203014.2,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",1989.73,a,1989.73,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",34689.82,a,34689.82,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,287087.42,a,287087.42,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Over 100 000,Over 100 000,1891273.2,a,1891273.2,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",1.83,a,1.83,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",24.7,a,24.7,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",137.54,a,137.54,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,415971.78,a,415971.78,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",1790.66,a,1790.66,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",22017.78,a,22017.78,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,207043.94,a,207043.94,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",1.24,a,1.24,a
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",15.74,a,15.74,a
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",150.9,a,150.9,a
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,129342.33,a,129342.33,a
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",1553.43,a,1553.43,a
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",11847.41,a,11847.41,a
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,112088.14,a,112088.14,a
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",1.41,a,1.41,a
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",18.4,a,18.4,a
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",92.8,a,92.8,a
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,340250,a,340250,a
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",2103.3,a,2103.3,a
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",22460.08,a,22460.08,a
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,189207,a,189207,a
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Over 100 000,Over 100 000,476126,a,476126,a
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",1.23,a,1.23,a
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",2.8,a,2.8,a
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",49.5,a,49.5,a
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",842.2,a,842.2,a
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",3646.6,a,3646.6,a
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,11196.1,a,11196.1,a
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",0.44,a,0.44,a
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",11.25,a,11.25,a
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",129.85,a,129.85,a
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,52813,a,52813,a
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",1205.78,a,1205.78,a
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",8938.15,a,8938.15,a
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,42068.01,a,42068.01,a
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",1.13,a,1.13,a
1990,1990,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",319.3000039,a,319.3000039,a
1990,1990,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",725.0999995,a,725.0999995,a
1990,1990,ON,Ontario,Ontario,10 000 - 100 000 ha,10 000 - 100 000 ha,128990,a,128990,a
1990,1990,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",2393.800002,a,2393.800002,a
1990,1990,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",16031,a,16031,a
1990,1990,ON,Ontario,Ontario,1000 - 10 000 ha,1000 - 10 000 ha,35154,a,35154,a
1991,1991,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",479.8000059,a,479.8000059,a
1991,1991,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",1065.200001,a,1065.200001,a
1991,1991,ON,Ontario,Ontario,10 000 - 100 000 ha,10 000 - 100 000 ha,206257,a,206257,a
1991,1991,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",2733.1,a,2733.1,a
1991,1991,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",13294,a,13294,a
1991,1991,ON,Ontario,Ontario,1000 - 10 000 ha,1000 - 10 000 ha,94982,a,94982,a
1992,1992,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",188.4000022,a,188.4000022,a
1992,1992,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",622.7000004,a,622.7000004,a
1992,1992,ON,Ontario,Ontario,10 000 - 100 000 ha,10 000 - 100 000 ha,131450,a,131450,a
1992,1992,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",1382.3,a,1382.3,a
1992,1992,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",4966,a,4966,a
1992,1992,ON,Ontario,Ontario,1000 - 10 000 ha,1000 - 10 000 ha,37385,a,37385,a
1993,1993,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",152.4000017,a,152.4000017,a
1993,1993,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",315.4999999,a,315.4999999,a
1993,1993,ON,Ontario,Ontario,10 000 - 100 000 ha,10 000 - 100 000 ha,77027,a,77027,a
1993,1993,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",828.6000004,a,828.6000004,a
1993,1993,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",3162.3,a,3162.3,a
1993,1993,ON,Ontario,Ontario,1000 - 10 000 ha,1000 - 10 000 ha,23179,a,23179,a
1994,1994,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",201.0000021,a,201.0000021,a
1994,1994,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",844.3000005,a,844.3000005,a
1994,1994,ON,Ontario,Ontario,10 000 - 100 000 ha,10 000 - 100 000 ha,31912,a,31912,a
1994,1994,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",1968.8,a,1968.8,a
1994,1994,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",8463.3,a,8463.3,a
1994,1994,ON,Ontario,Ontario,1000 - 10 000 ha,1000 - 10 000 ha,40215,a,40215,a
1995,1995,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",376.5000046,a,376.5000046,a
1995,1995,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",1411.300002,a,1411.300002,a
1995,1995,ON,Ontario,Ontario,10 000 - 100 000 ha,10 000 - 100 000 ha,265260,a,265260,a
1995,1995,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",4228.8,a,4228.8,a
1995,1995,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",26114.3,a,26114.3,a
1995,1995,ON,Ontario,Ontario,1000 - 10 000 ha,1000 - 10 000 ha,202020,a,202020,a
1995,1995,ON,Ontario,Ontario,Over 100 000,Over 100 000,113152,a,113152,a
1996,1996,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",219.1000023,a,219.1000023,a
1996,1996,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",799.2000003,a,799.2000003,a
1996,1996,ON,Ontario,Ontario,10 000 - 100 000 ha,10 000 - 100 000 ha,176582,a,176582,a
